-1011	482
-1010	482
-1010	483
-1011	484
-1011	485
-1011	486
-1011	487
-1011	488
-1011	488
-1011	489
-1011	490
-1012	490
-1013	491
-1014	493
-1015	494
-1017	496
-1018	498
-1019	500
-1019	502
-1020	504
-1021	506
-1021	507
-1021	507
-1022	508
-1022	508
-1022	508
-1022	509
-1023	510
-1023	512
-1023	513
-1023	513
-1023	512
-1022	511
-1021	509
-1020	506
-1019	504
-1018	502
-1018	501
-1018	499
-1018	498
-1018	497
-1018	496
-1018	495
-1018	495
-1018	494
-1018	494
-1018	494
-1018	495
-1018	496
-1018	496
-1018	496
-1017	495
-1017	494
-1017	494
-1017	493
-1017	492
-1017	491
-1018	491
-1019	491
-1021	493
-1023	495
-1025	496
-1026	497
-1028	497
-1029	497
-1030	497
-1031	498
-1033	499
-1035	502
-1038	505
-1040	508
-1042	511
-1043	514
-1044	516
-1046	519
-1047	521
-1047	523
-1048	525
-1048	527
-1048	529
-1048	530
-1047	530
-1047	530
-1046	530
-1046	530
-1046	529
-1046	528
-1046	528
-1045	527
-1045	527
-1045	526
-1045	525
-1045	523
-1046	522
-1047	522
-1048	522
-1048	523
-1049	524
-1050	524
-1051	524
-1051	523
-1052	523
-1053	523
-1054	523
-1054	524
-1054	525
-1054	526
-1054	527
-1054	528
-1054	528
-1054	527
-1053	526
-1052	525
-1051	522
-1050	520
-1048	518
-1047	516
-1045	515
-1044	515
-1043	515
-1043	516
-1043	517
-1043	518
-1043	518
-1044	519
-1044	519
-1044	520
-1044	521
-1044	522
-1045	522
-1045	520
-1044	519
-1045	517
-1045	517
-1046	517
-1047	518
-1047	518
-1047	518
-1047	518
-1048	519
-1049	519
-1049	519
-1049	519
-1049	519
-1049	518
-1048	517
-1048	516
-1047	515
-1047	515
-1047	515
-1047	515
-1047	515
-1047	515
-1046	515
-1046	514
-1046	515
-1046	516
-1046	517
-1046	517
-1045	517
-1045	517
-1045	518
-1045	519
-1045	520
-1044	520
-1044	520
-1045	521
-1046	523
-1046	524
-1046	525
-1046	525
-1047	526
-1047	526
-1047	526
-1048	526
-1048	526
-1048	526
-1048	526
-1048	527
-1048	528
-1047	529
-1047	530
-1046	530
-1046	530
-1045	529
-1044	528
-1043	527
-1042	526
-1041	525
-1040	525
-1039	525
-1038	526
-1037	527
-1037	527
-1036	528
-1035	529
-1034	531
-1034	532
-1033	534
-1033	536
-1032	538
-1032	540
-1031	542
-1030	542
-1029	543
-1028	544
-1027	545
-1027	547
-1027	549
-1028	551
-1028	553
-1028	554
-1028	555
-1027	556
-1026	556
-1024	555
-1021	554
-1019	553
-1018	552
-1017	551
-1016	551
-1016	550
-1016	550
-1016	551
-1015	551
-1015	552
-1014	553
-1014	554
-1014	556
-1014	558
-1014	560
-1014	561
-1015	562
-1016	563
-1016	564
-1016	564
-1017	564
-1017	564
-1017	564
-1017	564
-1017	563
-1017	563
-1018	564
-1018	565
-1019	567
-1019	568
-1020	571
-1021	573
-1021	576
-1022	578
-1022	579
-1023	580
-1023	581
-1023	581
-1023	582
-1024	583
-1024	583
-1024	582
-1023	581
-1023	580
-1023	580
-1023	580
-1023	581
-1023	583
-1024	585
-1025	587
-1026	589
-1027	591
-1028	593
-1028	594
-1027	596
-1027	598
-1026	600
-1025	601
-1024	603
-1023	603
-1022	602
-1020	602
-1019	601
-1019	602
-1019	603
-1019	604
-1018	605
-1018	605
-1017	605
-1016	605
-1015	605
-1014	605
-1013	605
-1012	605
-1011	605
-1009	605
-1008	606
-1007	607
-1006	609
-1005	611
-1004	613
-1004	614
-1003	615
-1003	616
-1002	615
-1002	614
-1001	613
-1000	612
-999	610
-998	607
-996	603
-995	599
-993	595
-991	592
-989	590
-988	589
-988	588
-988	588
-988	587
-988	587
-988	587
-988	588
-988	590
-988	592
-988	594
-988	597
-988	599
-989	602
-989	603
-989	605
-989	606
-989	607
-989	608
-990	609
-991	612
-992	614
-993	617
-994	619
-994	620
-995	621
-995	622
-995	622
-994	623
-994	623
-993	623
-992	623
-992	623
-991	623
-991	623
-991	623
-991	623
-991	622
-991	621
-991	621
-990	620
-989	619
-988	618
-987	618
-986	617
-985	617
-985	618
-984	618
-983	617
-982	617
-981	616
-980	615
-979	614
-979	614
-978	614
-978	614
-976	613
-974	612
-974	612
-974	613
-975	615
-975	617
-975	618
-975	618
-974	617
-973	615
-972	613
-971	611
-970	609
-970	608
-969	606
-969	604
-968	601
-966	598
-964	594
-962	590
-961	588
-960	588
-960	587
-959	587
-959	587
-958	586
-958	586
-959	586
-960	587
-961	587
-961	588
-962	590
-963	592
-963	595
-964	597
-964	598
-964	598
-963	596
-962	592
-960	587
-958	582
-956	577
-954	574
-953	571
-952	569
-951	567
-950	567
-950	567
-950	567
-950	568
-951	569
-951	571
-952	574
-953	577
-954	579
-954	580
-954	580
-954	578
-952	575
-951	572
-950	569
-948	567
-947	566
-947	566
-948	568
-949	571
-951	574
-953	577
-955	580
-957	582
-960	584
-962	586
-963	587
-965	590
-966	592
-967	595
-968	598
-969	600
-970	603
-970	605
-971	607
-972	609
-972	611
-972	613
-973	614
-973	615
-974	615
-974	616
-976	617
-977	619
