-1011	482
-1010	482
-1010	483
-1011	484
-1011	485
-1011	485
-1011	485
-1011	485
-1011	486
-1011	487
-1011	487
-1011	487
-1011	487
-1011	487
-1013	489
-1013	489
-1013	489
-1013	489
-1013	491
-1013	491
-1013	491
-1013	491
-1014	492
-1014	492
-1014	492
-1014	492
-1014	493
-1014	493
-1014	493
-1014	493
-1014	494
-1014	494
-1014	494
-1014	494
-1013	492
-1013	492
-1013	492
-1013	492
-1013	491
-1013	491
-1013	491
-1013	491
-1014	491
-1014	491
-1014	491
-1014	491
-1014	491
-1014	491
-1014	491
-1014	491
-1014	491
-1014	491
-1014	491
-1014	491
-1014	491
-1014	491
-1014	491
-1014	491
-1015	492
-1015	492
-1015	492
-1015	492
-1016	493
-1017	493
-1017	493
-1017	493
-1018	493
-1018	493
-1018	493
-1018	493
-1020	496
-1020	496
-1021	496
-1021	496
-1022	499
-1022	499
-1022	499
-1023	502
-1024	502
-1024	502
-1024	502
-1024	503
-1024	503
-1024	503
-1024	503
-1025	504
-1025	504
-1025	504
-1025	504
-1026	504
-1026	504
-1027	504
-1028	504
-1029	503
-1031	504
-1032	505
-1034	506
-1034	506
-1034	506
-1034	506
-1035	507
-1036	507
-1036	507
-1036	507
-1037	509
-1037	509
-1038	511
-1038	511
-1039	511
-1039	511
-1039	511
-1039	512
-1040	512
-1039	510
-1039	510
-1040	511
-1040	511
-1039	510
-1039	510
-1039	510
-1039	510
-1040	512
-1040	512
-1040	512
-1040	512
-1041	514
-1041	514
-1041	514
-1041	514
-1042	514
-1042	515
-1043	515
-1043	515
-1044	515
-1044	515
-1044	515
-1044	515
-1045	516
-1045	516
-1045	516
-1046	516
-1047	517
-1047	517
-1047	517
-1047	518
-1047	516
-1047	516
-1047	516
-1047	517
-1048	517
-1048	517
-1048	518
-1048	518
-1047	517
-1047	517
-1048	517
-1048	517
-1048	519
-1049	519
-1049	519
-1049	519
-1049	521
-1049	521
-1049	521
-1049	522
-1049	522
-1050	523
-1050	523
-1050	523
-1050	524
-1050	524
-1051	525
-1051	525
-1051	525
-1051	525
-1052	525
-1052	526
-1051	526
-1052	526
-1052	526
-1052	526
-1051	528
-1051	528
-1052	529
-1052	529
-1050	527
-1050	528
-1050	528
-1050	528
-1049	528
-1047	528
-1047	528
-1046	529
-1044	530
-1043	531
-1042	532
-1042	532
-1042	533
-1042	533
-1041	535
-1041	536
-1041	536
-1041	536
-1040	537
-1040	537
-1040	538
-1040	538
-1039	540
-1039	541
-1039	541
-1039	541
-1039	544
-1039	544
-1039	544
-1039	545
-1036	544
-1036	544
-1036	545
-1036	545
-1034	544
-1034	544
-1034	545
-1034	545
-1033	546
-1033	546
-1033	546
-1033	546
-1032	549
-1031	549
-1031	549
-1031	550
-1031	552
-1031	553
-1031	553
-1031	553
-1031	554
-1031	554
-1031	555
-1031	555
-1030	555
-1030	555
-1030	555
-1030	556
-1030	558
-1030	558
-1030	558
-1030	559
-1030	563
-1030	563
-1030	564
-1030	564
-1030	566
-1030	566
-1030	567
-1030	567
-1030	569
-1030	569
-1030	569
-1030	570
-1028	569
-1028	569
-1028	569
-1028	570
-1028	573
-1028	573
-1028	574
-1028	574
-1029	578
-1029	579
-1029	579
-1029	579
-1028	583
-1028	583
-1028	584
-1028	584
-1026	586
-1026	586
-1023	586
-1023	586
-1023	587
-1023	587
-1023	589
-1022	590
-1022	590
-1022	591
-1021	591
-1021	592
-1020	592
-1020	593
-1018	593
-1018	594
-1018	594
-1018	595
-1016	597
-1015	597
-1015	598
-1015	598
-1014	601
-1014	602
-1013	602
-1013	603
-1012	602
-1012	602
-1011	603
-1011	603
-1009	599
-1008	600
-1005	593
-1005	593
-1005	594
-1004	594
-1003	593
-1002	593
-1002	594
-1002	594
-1001	594
-1001	594
-1001	595
-1001	595
-1000	598
-1000	599
-999	599
-999	600
-999	603
-999	603
-998	604
-998	604
-998	606
-998	606
-997	607
-997	607
-999	611
-998	612
-998	612
-998	613
-999	615
-998	616
-998	616
-998	617
-997	617
-996	617
-996	618
-996	618
-995	618
-994	619
-994	619
-994	619
-994	620
-993	620
-993	619
-992	620
-992	620
-992	621
-990	619
-990	620
-989	620
-989	621
-988	621
-987	621
-987	622
-987	622
-985	620
-985	620
-984	621
-984	621
-983	621
-982	622
-982	622
-982	622
-982	624
-982	626
-982	626
-982	626
-981	627
-980	625
-980	626
-980	626
-979	627
-978	623
-978	624
-977	624
-977	624
-975	619
-973	614
-972	614
-972	614
-971	615
-970	613
-969	613
-969	613
-969	613
-968	611
-968	611
-967	611
-967	612
-968	612
-968	612
-967	612
-967	612
-968	615
-967	615
-967	616
-966	616
-965	612
-965	612
-965	613
-964	613
-961	604
-961	604
-960	605
-960	605
-958	600
-958	600
-957	600
-957	599
-957	600
-956	600
-956	600
-957	602
-957	602
-956	603
-956	603
-956	601
-955	601
-955	601
-955	601
-952	595
-952	595
-952	595
-951	595
-952	597
-952	597
-951	597
-951	597
-954	599
-954	599
-954	599
-953	599
-956	601
-956	601
-956	601
-955	601
-957	605
-957	605
-957	605
-956	605
-958	608
-958	608
-958	608
-957	608
-959	610
-960	610
